period,subba,subba-name,parent,parent-name,value,value-units
2024-02-02T15,ZONJ,New York City,NYIS,New York Independent System Operator,5967,megawatthours
2024-02-02T14,ZONJ,New York City,NYIS,New York Independent System Operator,5755,megawatthours
2024-02-02T13,ZONJ,New York City,NYIS,New York Independent System Operator,5485,megawatthours
2024-02-02T12,ZONJ,New York City,NYIS,New York Independent System Operator,5050,megawatthours
2024-02-02T11,ZONJ,New York City,NYIS,New York Independent System Operator,4606,megawatthours
2024-02-02T10,ZONJ,New York City,NYIS,New York Independent System Operator,4399,megawatthours
2024-02-02T09,ZONJ,New York City,NYIS,New York Independent System Operator,4364,megawatthours
2024-02-02T08,ZONJ,New York City,NYIS,New York Independent System Operator,4416,megawatthours
2024-02-02T07,ZONJ,New York City,NYIS,New York Independent System Operator,4510,megawatthours
2024-02-02T06,ZONJ,New York City,NYIS,New York Independent System Operator,4697,megawatthours
2024-02-02T05,ZONJ,New York City,NYIS,New York Independent System Operator,4946,megawatthours
2024-02-02T04,ZONJ,New York City,NYIS,New York Independent System Operator,5276,megawatthours
2024-02-02T03,ZONJ,New York City,NYIS,New York Independent System Operator,5579,megawatthours
2024-02-02T02,ZONJ,New York City,NYIS,New York Independent System Operator,5792,megawatthours
2024-02-02T01,ZONJ,New York City,NYIS,New York Independent System Operator,5988,megawatthours
2024-02-02T00,ZONJ,New York City,NYIS,New York Independent System Operator,6152,megawatthours
2024-02-01T23,ZONJ,New York City,NYIS,New York Independent System Operator,6304,megawatthours
2024-02-01T22,ZONJ,New York City,NYIS,New York Independent System Operator,6224,megawatthours
2024-02-01T21,ZONJ,New York City,NYIS,New York Independent System Operator,6147,megawatthours
2024-02-01T20,ZONJ,New York City,NYIS,New York Independent System Operator,6131,megawatthours
2024-02-01T19,ZONJ,New York City,NYIS,New York Independent System Operator,6103,megawatthours
2024-02-01T18,ZONJ,New York City,NYIS,New York Independent System Operator,6145,megawatthours
2024-02-01T17,ZONJ,New York City,NYIS,New York Independent System Operator,6169,megawatthours
2024-02-01T16,ZONJ,New York City,NYIS,New York Independent System Operator,6068,megawatthours
2024-02-01T15,ZONJ,New York City,NYIS,New York Independent System Operator,6007,megawatthours
2024-02-01T14,ZONJ,New York City,NYIS,New York Independent System Operator,5922,megawatthours
2024-02-01T13,ZONJ,New York City,NYIS,New York Independent System Operator,5670,megawatthours
2024-02-01T12,ZONJ,New York City,NYIS,New York Independent System Operator,5237,megawatthours
2024-02-01T11,ZONJ,New York City,NYIS,New York Independent System Operator,4768,megawatthours
2024-02-01T10,ZONJ,New York City,NYIS,New York Independent System Operator,4532,megawatthours
2024-02-01T09,ZONJ,New York City,NYIS,New York Independent System Operator,4488,megawatthours
2024-02-01T08,ZONJ,New York City,NYIS,New York Independent System Operator,4526,megawatthours
2024-02-01T07,ZONJ,New York City,NYIS,New York Independent System Operator,4644,megawatthours
2024-02-01T06,ZONJ,New York City,NYIS,New York Independent System Operator,4835,megawatthours
2024-02-01T05,ZONJ,New York City,NYIS,New York Independent System Operator,5109,megawatthours
2024-02-01T04,ZONJ,New York City,NYIS,New York Independent System Operator,5449,megawatthours
2024-02-01T03,ZONJ,New York City,NYIS,New York Independent System Operator,5768,megawatthours
2024-02-01T02,ZONJ,New York City,NYIS,New York Independent System Operator,5992,megawatthours
2024-02-01T01,ZONJ,New York City,NYIS,New York Independent System Operator,6180,megawatthours
2024-02-01T00,ZONJ,New York City,NYIS,New York Independent System Operator,6328,megawatthours
2024-01-31T23,ZONJ,New York City,NYIS,New York Independent System Operator,6464,megawatthours
2024-01-31T22,ZONJ,New York City,NYIS,New York Independent System Operator,6398,megawatthours
2024-01-31T21,ZONJ,New York City,NYIS,New York Independent System Operator,6357,megawatthours
2024-01-31T20,ZONJ,New York City,NYIS,New York Independent System Operator,6343,megawatthours
2024-01-31T19,ZONJ,New York City,NYIS,New York Independent System Operator,6342,megawatthours
2024-01-31T18,ZONJ,New York City,NYIS,New York Independent System Operator,6338,megawatthours
2024-01-31T17,ZONJ,New York City,NYIS,New York Independent System Operator,6308,megawatthours
2024-01-31T16,ZONJ,New York City,NYIS,New York Independent System Operator,6245,megawatthours
2024-01-31T15,ZONJ,New York City,NYIS,New York Independent System Operator,6197,megawatthours
2024-01-31T14,ZONJ,New York City,NYIS,New York Independent System Operator,6037,megawatthours
2024-01-31T13,ZONJ,New York City,NYIS,New York Independent System Operator,5767,megawatthours
2024-01-31T12,ZONJ,New York City,NYIS,New York Independent System Operator,5292,megawatthours
2024-01-31T11,ZONJ,New York City,NYIS,New York Independent System Operator,4818,megawatthours
2024-01-31T10,ZONJ,New York City,NYIS,New York Independent System Operator,4594,megawatthours
2024-01-31T09,ZONJ,New York City,NYIS,New York Independent System Operator,4560,megawatthours
2024-01-31T08,ZONJ,New York City,NYIS,New York Independent System Operator,4600,megawatthours
2024-01-31T07,ZONJ,New York City,NYIS,New York Independent System Operator,4713,megawatthours
2024-01-31T06,ZONJ,New York City,NYIS,New York Independent System Operator,4893,megawatthours
2024-01-31T05,ZONJ,New York City,NYIS,New York Independent System Operator,5167,megawatthours
2024-01-31T04,ZONJ,New York City,NYIS,New York Independent System Operator,5509,megawatthours
2024-01-31T03,ZONJ,New York City,NYIS,New York Independent System Operator,5830,megawatthours
2024-01-31T02,ZONJ,New York City,NYIS,New York Independent System Operator,6043,megawatthours
2024-01-31T01,ZONJ,New York City,NYIS,New York Independent System Operator,6225,megawatthours
2024-01-31T00,ZONJ,New York City,NYIS,New York Independent System Operator,6375,megawatthours
2024-01-30T23,ZONJ,New York City,NYIS,New York Independent System Operator,6493,megawatthours
2024-01-30T22,ZONJ,New York City,NYIS,New York Independent System Operator,6442,megawatthours
2024-01-30T21,ZONJ,New York City,NYIS,New York Independent System Operator,6373,megawatthours
2024-01-30T20,ZONJ,New York City,NYIS,New York Independent System Operator,6353,megawatthours
2024-01-30T19,ZONJ,New York City,NYIS,New York Independent System Operator,6368,megawatthours
2024-01-30T18,ZONJ,New York City,NYIS,New York Independent System Operator,6363,megawatthours
2024-01-30T17,ZONJ,New York City,NYIS,New York Independent System Operator,6339,megawatthours
2024-01-30T16,ZONJ,New York City,NYIS,New York Independent System Operator,6288,megawatthours
2024-01-30T15,ZONJ,New York City,NYIS,New York Independent System Operator,6197,megawatthours
2024-01-30T14,ZONJ,New York City,NYIS,New York Independent System Operator,6025,megawatthours
2024-01-30T13,ZONJ,New York City,NYIS,New York Independent System Operator,5727,megawatthours
2024-01-30T12,ZONJ,New York City,NYIS,New York Independent System Operator,5263,megawatthours
2024-01-30T11,ZONJ,New York City,NYIS,New York Independent System Operator,4786,megawatthours
2024-01-30T10,ZONJ,New York City,NYIS,New York Independent System Operator,4543,megawatthours
2024-01-30T09,ZONJ,New York City,NYIS,New York Independent System Operator,4495,megawatthours
2024-01-30T08,ZONJ,New York City,NYIS,New York Independent System Operator,4551,megawatthours
2024-01-30T07,ZONJ,New York City,NYIS,New York Independent System Operator,4688,megawatthours
2024-01-30T06,ZONJ,New York City,NYIS,New York Independent System Operator,4866,megawatthours
2024-01-30T05,ZONJ,New York City,NYIS,New York Independent System Operator,5157,megawatthours
2024-01-30T04,ZONJ,New York City,NYIS,New York Independent System Operator,5494,megawatthours
2024-01-30T03,ZONJ,New York City,NYIS,New York Independent System Operator,5812,megawatthours
2024-01-30T02,ZONJ,New York City,NYIS,New York Independent System Operator,6055,megawatthours
2024-01-30T01,ZONJ,New York City,NYIS,New York Independent System Operator,6223,megawatthours
2024-01-30T00,ZONJ,New York City,NYIS,New York Independent System Operator,6364,megawatthours
2024-01-29T23,ZONJ,New York City,NYIS,New York Independent System Operator,6459,megawatthours
2024-01-29T22,ZONJ,New York City,NYIS,New York Independent System Operator,6390,megawatthours
2024-01-29T21,ZONJ,New York City,NYIS,New York Independent System Operator,6346,megawatthours
2024-01-29T20,ZONJ,New York City,NYIS,New York Independent System Operator,6322,megawatthours
2024-01-29T19,ZONJ,New York City,NYIS,New York Independent System Operator,6312,megawatthours
2024-01-29T18,ZONJ,New York City,NYIS,New York Independent System Operator,6304,megawatthours
2024-01-29T17,ZONJ,New York City,NYIS,New York Independent System Operator,6282,megawatthours
2024-01-29T16,ZONJ,New York City,NYIS,New York Independent System Operator,6185,megawatthours
2024-01-29T15,ZONJ,New York City,NYIS,New York Independent System Operator,6085,megawatthours
2024-01-29T14,ZONJ,New York City,NYIS,New York Independent System Operator,5913,megawatthours
2024-01-29T13,ZONJ,New York City,NYIS,New York Independent System Operator,5620,megawatthours
2024-01-29T12,ZONJ,New York City,NYIS,New York Independent System Operator,5156,megawatthours
2024-01-29T11,ZONJ,New York City,NYIS,New York Independent System Operator,4711,megawatthours
2024-01-29T10,ZONJ,New York City,NYIS,New York Independent System Operator,4481,megawatthours
2024-01-29T09,ZONJ,New York City,NYIS,New York Independent System Operator,4432,megawatthours
2024-01-29T08,ZONJ,New York City,NYIS,New York Independent System Operator,4468,megawatthours
2024-01-29T07,ZONJ,New York City,NYIS,New York Independent System Operator,4571,megawatthours
2024-01-29T06,ZONJ,New York City,NYIS,New York Independent System Operator,4739,megawatthours
2024-01-29T05,ZONJ,New York City,NYIS,New York Independent System Operator,4955,megawatthours
2024-01-29T04,ZONJ,New York City,NYIS,New York Independent System Operator,5228,megawatthours
2024-01-29T03,ZONJ,New York City,NYIS,New York Independent System Operator,5467,megawatthours
2024-01-29T02,ZONJ,New York City,NYIS,New York Independent System Operator,5611,megawatthours
2024-01-29T01,ZONJ,New York City,NYIS,New York Independent System Operator,5712,megawatthours
2024-01-29T00,ZONJ,New York City,NYIS,New York Independent System Operator,5788,megawatthours
2024-01-28T23,ZONJ,New York City,NYIS,New York Independent System Operator,5796,megawatthours
2024-01-28T22,ZONJ,New York City,NYIS,New York Independent System Operator,5684,megawatthours
2024-01-28T21,ZONJ,New York City,NYIS,New York Independent System Operator,5611,megawatthours
2024-01-28T20,ZONJ,New York City,NYIS,New York Independent System Operator,5579,megawatthours
2024-01-28T19,ZONJ,New York City,NYIS,New York Independent System Operator,5554,megawatthours
2024-01-28T18,ZONJ,New York City,NYIS,New York Independent System Operator,5514,megawatthours
2024-01-28T17,ZONJ,New York City,NYIS,New York Independent System Operator,5417,megawatthours
2024-01-28T16,ZONJ,New York City,NYIS,New York Independent System Operator,5272,megawatthours
2024-01-28T15,ZONJ,New York City,NYIS,New York Independent System Operator,5071,megawatthours
2024-01-28T14,ZONJ,New York City,NYIS,New York Independent System Operator,4855,megawatthours
2024-01-28T13,ZONJ,New York City,NYIS,New York Independent System Operator,4638,megawatthours
2024-01-28T12,ZONJ,New York City,NYIS,New York Independent System Operator,4471,megawatthours
2024-01-28T11,ZONJ,New York City,NYIS,New York Independent System Operator,4342,megawatthours
2024-01-28T10,ZONJ,New York City,NYIS,New York Independent System Operator,4283,megawatthours
2024-01-28T09,ZONJ,New York City,NYIS,New York Independent System Operator,4290,megawatthours
2024-01-28T08,ZONJ,New York City,NYIS,New York Independent System Operator,4351,megawatthours
2024-01-28T07,ZONJ,New York City,NYIS,New York Independent System Operator,4472,megawatthours
2024-01-28T06,ZONJ,New York City,NYIS,New York Independent System Operator,4642,megawatthours
2024-01-28T05,ZONJ,New York City,NYIS,New York Independent System Operator,4828,megawatthours
2024-01-28T04,ZONJ,New York City,NYIS,New York Independent System Operator,5045,megawatthours
2024-01-28T03,ZONJ,New York City,NYIS,New York Independent System Operator,5221,megawatthours
2024-01-28T02,ZONJ,New York City,NYIS,New York Independent System Operator,5355,megawatthours
2024-01-28T01,ZONJ,New York City,NYIS,New York Independent System Operator,5459,megawatthours
2024-01-28T00,ZONJ,New York City,NYIS,New York Independent System Operator,5517,megawatthours
2024-01-27T23,ZONJ,New York City,NYIS,New York Independent System Operator,5521,megawatthours
2024-01-27T22,ZONJ,New York City,NYIS,New York Independent System Operator,5440,megawatthours
2024-01-27T21,ZONJ,New York City,NYIS,New York Independent System Operator,5392,megawatthours
2024-01-27T20,ZONJ,New York City,NYIS,New York Independent System Operator,5366,megawatthours
2024-01-27T19,ZONJ,New York City,NYIS,New York Independent System Operator,5361,megawatthours
2024-01-27T18,ZONJ,New York City,NYIS,New York Independent System Operator,5348,megawatthours
2024-01-27T17,ZONJ,New York City,NYIS,New York Independent System Operator,5265,megawatthours
2024-01-27T16,ZONJ,New York City,NYIS,New York Independent System Operator,5166,megawatthours
2024-01-27T15,ZONJ,New York City,NYIS,New York Independent System Operator,5065,megawatthours
2024-01-27T14,ZONJ,New York City,NYIS,New York Independent System Operator,4895,megawatthours
2024-01-27T13,ZONJ,New York City,NYIS,New York Independent System Operator,4676,megawatthours
2024-01-27T12,ZONJ,New York City,NYIS,New York Independent System Operator,4489,megawatthours
2024-01-27T11,ZONJ,New York City,NYIS,New York Independent System Operator,4333,megawatthours
2024-01-27T10,ZONJ,New York City,NYIS,New York Independent System Operator,4268,megawatthours
2024-01-27T09,ZONJ,New York City,NYIS,New York Independent System Operator,4287,megawatthours
2024-01-27T08,ZONJ,New York City,NYIS,New York Independent System Operator,4362,megawatthours
2024-01-27T07,ZONJ,New York City,NYIS,New York Independent System Operator,4491,megawatthours
2024-01-27T06,ZONJ,New York City,NYIS,New York Independent System Operator,4668,megawatthours
