period,subba,subba-name,parent,parent-name,value,value-units
2024-02-16T04,ZONJ,New York City,NYIS,New York Independent System Operator,5490,megawatthours
2024-02-16T03,ZONJ,New York City,NYIS,New York Independent System Operator,5818,megawatthours
2024-02-16T02,ZONJ,New York City,NYIS,New York Independent System Operator,6038,megawatthours
2024-02-16T01,ZONJ,New York City,NYIS,New York Independent System Operator,6232,megawatthours
2024-02-16T00,ZONJ,New York City,NYIS,New York Independent System Operator,6390,megawatthours
2024-02-15T23,ZONJ,New York City,NYIS,New York Independent System Operator,6448,megawatthours
2024-02-15T22,ZONJ,New York City,NYIS,New York Independent System Operator,6346,megawatthours
2024-02-15T21,ZONJ,New York City,NYIS,New York Independent System Operator,6255,megawatthours
2024-02-15T20,ZONJ,New York City,NYIS,New York Independent System Operator,6238,megawatthours
2024-02-15T19,ZONJ,New York City,NYIS,New York Independent System Operator,6225,megawatthours
2024-02-15T18,ZONJ,New York City,NYIS,New York Independent System Operator,6249,megawatthours
2024-02-15T17,ZONJ,New York City,NYIS,New York Independent System Operator,6272,megawatthours
2024-02-15T16,ZONJ,New York City,NYIS,New York Independent System Operator,6290,megawatthours
2024-02-15T15,ZONJ,New York City,NYIS,New York Independent System Operator,6286,megawatthours
2024-02-15T14,ZONJ,New York City,NYIS,New York Independent System Operator,6153,megawatthours
2024-02-15T13,ZONJ,New York City,NYIS,New York Independent System Operator,5934,megawatthours
2024-02-15T12,ZONJ,New York City,NYIS,New York Independent System Operator,5497,megawatthours
2024-02-15T11,ZONJ,New York City,NYIS,New York Independent System Operator,5019,megawatthours
2024-02-15T10,ZONJ,New York City,NYIS,New York Independent System Operator,4805,megawatthours
2024-02-15T09,ZONJ,New York City,NYIS,New York Independent System Operator,4760,megawatthours
2024-02-15T08,ZONJ,New York City,NYIS,New York Independent System Operator,4825,megawatthours
2024-02-15T07,ZONJ,New York City,NYIS,New York Independent System Operator,4933,megawatthours
2024-02-15T06,ZONJ,New York City,NYIS,New York Independent System Operator,5110,megawatthours
2024-02-15T05,ZONJ,New York City,NYIS,New York Independent System Operator,5375,megawatthours
2024-02-15T04,ZONJ,New York City,NYIS,New York Independent System Operator,5703,megawatthours
2024-02-15T03,ZONJ,New York City,NYIS,New York Independent System Operator,5977,megawatthours
2024-02-15T02,ZONJ,New York City,NYIS,New York Independent System Operator,6166,megawatthours
2024-02-15T01,ZONJ,New York City,NYIS,New York Independent System Operator,6340,megawatthours
2024-02-15T00,ZONJ,New York City,NYIS,New York Independent System Operator,6484,megawatthours
2024-02-14T23,ZONJ,New York City,NYIS,New York Independent System Operator,6501,megawatthours
2024-02-14T22,ZONJ,New York City,NYIS,New York Independent System Operator,6379,megawatthours
2024-02-14T21,ZONJ,New York City,NYIS,New York Independent System Operator,6303,megawatthours
2024-02-14T20,ZONJ,New York City,NYIS,New York Independent System Operator,6288,megawatthours
2024-02-14T19,ZONJ,New York City,NYIS,New York Independent System Operator,6327,megawatthours
2024-02-14T18,ZONJ,New York City,NYIS,New York Independent System Operator,6359,megawatthours
2024-02-14T17,ZONJ,New York City,NYIS,New York Independent System Operator,6355,megawatthours
2024-02-14T16,ZONJ,New York City,NYIS,New York Independent System Operator,6333,megawatthours
2024-02-14T15,ZONJ,New York City,NYIS,New York Independent System Operator,6266,megawatthours
2024-02-14T14,ZONJ,New York City,NYIS,New York Independent System Operator,6112,megawatthours
2024-02-14T13,ZONJ,New York City,NYIS,New York Independent System Operator,5824,megawatthours
2024-02-14T12,ZONJ,New York City,NYIS,New York Independent System Operator,5357,megawatthours
2024-02-14T11,ZONJ,New York City,NYIS,New York Independent System Operator,4862,megawatthours
2024-02-14T10,ZONJ,New York City,NYIS,New York Independent System Operator,4610,megawatthours
2024-02-14T09,ZONJ,New York City,NYIS,New York Independent System Operator,4525,megawatthours
2024-02-14T08,ZONJ,New York City,NYIS,New York Independent System Operator,4555,megawatthours
2024-02-14T07,ZONJ,New York City,NYIS,New York Independent System Operator,4644,megawatthours
2024-02-14T06,ZONJ,New York City,NYIS,New York Independent System Operator,4804,megawatthours
2024-02-14T05,ZONJ,New York City,NYIS,New York Independent System Operator,5059,megawatthours
2024-02-14T04,ZONJ,New York City,NYIS,New York Independent System Operator,5375,megawatthours
2024-02-14T03,ZONJ,New York City,NYIS,New York Independent System Operator,5678,megawatthours
2024-02-14T02,ZONJ,New York City,NYIS,New York Independent System Operator,5897,megawatthours
2024-02-14T01,ZONJ,New York City,NYIS,New York Independent System Operator,6116,megawatthours
2024-02-14T00,ZONJ,New York City,NYIS,New York Independent System Operator,6251,megawatthours
2024-02-13T23,ZONJ,New York City,NYIS,New York Independent System Operator,6279,megawatthours
2024-02-13T22,ZONJ,New York City,NYIS,New York Independent System Operator,6222,megawatthours
2024-02-13T21,ZONJ,New York City,NYIS,New York Independent System Operator,6217,megawatthours
2024-02-13T20,ZONJ,New York City,NYIS,New York Independent System Operator,6255,megawatthours
2024-02-13T19,ZONJ,New York City,NYIS,New York Independent System Operator,6322,megawatthours
2024-02-13T18,ZONJ,New York City,NYIS,New York Independent System Operator,6409,megawatthours
2024-02-13T17,ZONJ,New York City,NYIS,New York Independent System Operator,6364,megawatthours
2024-02-13T16,ZONJ,New York City,NYIS,New York Independent System Operator,6253,megawatthours
2024-02-13T15,ZONJ,New York City,NYIS,New York Independent System Operator,6116,megawatthours
2024-02-13T14,ZONJ,New York City,NYIS,New York Independent System Operator,5884,megawatthours
2024-02-13T13,ZONJ,New York City,NYIS,New York Independent System Operator,5497,megawatthours
2024-02-13T12,ZONJ,New York City,NYIS,New York Independent System Operator,5050,megawatthours
2024-02-13T11,ZONJ,New York City,NYIS,New York Independent System Operator,4647,megawatthours
2024-02-13T10,ZONJ,New York City,NYIS,New York Independent System Operator,4423,megawatthours
2024-02-13T09,ZONJ,New York City,NYIS,New York Independent System Operator,4351,megawatthours
2024-02-13T08,ZONJ,New York City,NYIS,New York Independent System Operator,4362,megawatthours
2024-02-13T07,ZONJ,New York City,NYIS,New York Independent System Operator,4457,megawatthours
2024-02-13T06,ZONJ,New York City,NYIS,New York Independent System Operator,4619,megawatthours
2024-02-13T05,ZONJ,New York City,NYIS,New York Independent System Operator,4864,megawatthours
2024-02-13T04,ZONJ,New York City,NYIS,New York Independent System Operator,5174,megawatthours
2024-02-13T03,ZONJ,New York City,NYIS,New York Independent System Operator,5466,megawatthours
2024-02-13T02,ZONJ,New York City,NYIS,New York Independent System Operator,5671,megawatthours
2024-02-13T01,ZONJ,New York City,NYIS,New York Independent System Operator,5838,megawatthours
2024-02-13T00,ZONJ,New York City,NYIS,New York Independent System Operator,5967,megawatthours
2024-02-12T23,ZONJ,New York City,NYIS,New York Independent System Operator,6030,megawatthours
2024-02-12T22,ZONJ,New York City,NYIS,New York Independent System Operator,5909,megawatthours
2024-02-12T21,ZONJ,New York City,NYIS,New York Independent System Operator,5824,megawatthours
2024-02-12T20,ZONJ,New York City,NYIS,New York Independent System Operator,5773,megawatthours
2024-02-12T19,ZONJ,New York City,NYIS,New York Independent System Operator,5758,megawatthours
2024-02-12T18,ZONJ,New York City,NYIS,New York Independent System Operator,5766,megawatthours
2024-02-12T17,ZONJ,New York City,NYIS,New York Independent System Operator,5727,megawatthours
2024-02-12T16,ZONJ,New York City,NYIS,New York Independent System Operator,5736,megawatthours
2024-02-12T15,ZONJ,New York City,NYIS,New York Independent System Operator,5717,megawatthours
2024-02-12T14,ZONJ,New York City,NYIS,New York Independent System Operator,5601,megawatthours
2024-02-12T13,ZONJ,New York City,NYIS,New York Independent System Operator,5371,megawatthours
2024-02-12T12,ZONJ,New York City,NYIS,New York Independent System Operator,4964,megawatthours
2024-02-12T11,ZONJ,New York City,NYIS,New York Independent System Operator,4489,megawatthours
2024-02-12T10,ZONJ,New York City,NYIS,New York Independent System Operator,4253,megawatthours
2024-02-12T09,ZONJ,New York City,NYIS,New York Independent System Operator,4193,megawatthours
2024-02-12T08,ZONJ,New York City,NYIS,New York Independent System Operator,4231,megawatthours
2024-02-12T07,ZONJ,New York City,NYIS,New York Independent System Operator,4330,megawatthours
2024-02-12T06,ZONJ,New York City,NYIS,New York Independent System Operator,4484,megawatthours
2024-02-12T05,ZONJ,New York City,NYIS,New York Independent System Operator,4693,megawatthours
2024-02-12T04,ZONJ,New York City,NYIS,New York Independent System Operator,4904,megawatthours
2024-02-12T03,ZONJ,New York City,NYIS,New York Independent System Operator,5097,megawatthours
2024-02-12T02,ZONJ,New York City,NYIS,New York Independent System Operator,5214,megawatthours
2024-02-12T01,ZONJ,New York City,NYIS,New York Independent System Operator,5318,megawatthours
2024-02-12T00,ZONJ,New York City,NYIS,New York Independent System Operator,5429,megawatthours
2024-02-11T23,ZONJ,New York City,NYIS,New York Independent System Operator,5407,megawatthours
2024-02-11T22,ZONJ,New York City,NYIS,New York Independent System Operator,5256,megawatthours
2024-02-11T21,ZONJ,New York City,NYIS,New York Independent System Operator,5145,megawatthours
2024-02-11T20,ZONJ,New York City,NYIS,New York Independent System Operator,5128,megawatthours
2024-02-11T19,ZONJ,New York City,NYIS,New York Independent System Operator,5138,megawatthours
2024-02-11T18,ZONJ,New York City,NYIS,New York Independent System Operator,5131,megawatthours
2024-02-11T17,ZONJ,New York City,NYIS,New York Independent System Operator,5068,megawatthours
2024-02-11T16,ZONJ,New York City,NYIS,New York Independent System Operator,4964,megawatthours
2024-02-11T15,ZONJ,New York City,NYIS,New York Independent System Operator,4765,megawatthours
2024-02-11T14,ZONJ,New York City,NYIS,New York Independent System Operator,4579,megawatthours
2024-02-11T13,ZONJ,New York City,NYIS,New York Independent System Operator,4379,megawatthours
2024-02-11T12,ZONJ,New York City,NYIS,New York Independent System Operator,4240,megawatthours
2024-02-11T11,ZONJ,New York City,NYIS,New York Independent System Operator,4111,megawatthours
2024-02-11T10,ZONJ,New York City,NYIS,New York Independent System Operator,4054,megawatthours
2024-02-11T09,ZONJ,New York City,NYIS,New York Independent System Operator,4063,megawatthours
2024-02-11T08,ZONJ,New York City,NYIS,New York Independent System Operator,4139,megawatthours
2024-02-11T07,ZONJ,New York City,NYIS,New York Independent System Operator,4270,megawatthours
2024-02-11T06,ZONJ,New York City,NYIS,New York Independent System Operator,4437,megawatthours
2024-02-11T05,ZONJ,New York City,NYIS,New York Independent System Operator,4632,megawatthours
2024-02-11T04,ZONJ,New York City,NYIS,New York Independent System Operator,4848,megawatthours
2024-02-11T03,ZONJ,New York City,NYIS,New York Independent System Operator,5007,megawatthours
2024-02-11T02,ZONJ,New York City,NYIS,New York Independent System Operator,5124,megawatthours
2024-02-11T01,ZONJ,New York City,NYIS,New York Independent System Operator,5216,megawatthours
2024-02-11T00,ZONJ,New York City,NYIS,New York Independent System Operator,5278,megawatthours
2024-02-10T23,ZONJ,New York City,NYIS,New York Independent System Operator,5215,megawatthours
2024-02-10T22,ZONJ,New York City,NYIS,New York Independent System Operator,5093,megawatthours
2024-02-10T21,ZONJ,New York City,NYIS,New York Independent System Operator,5054,megawatthours
2024-02-10T20,ZONJ,New York City,NYIS,New York Independent System Operator,5082,megawatthours
2024-02-10T19,ZONJ,New York City,NYIS,New York Independent System Operator,5113,megawatthours
2024-02-10T18,ZONJ,New York City,NYIS,New York Independent System Operator,5147,megawatthours
2024-02-10T17,ZONJ,New York City,NYIS,New York Independent System Operator,5113,megawatthours
2024-02-10T16,ZONJ,New York City,NYIS,New York Independent System Operator,5037,megawatthours
2024-02-10T15,ZONJ,New York City,NYIS,New York Independent System Operator,4915,megawatthours
2024-02-10T14,ZONJ,New York City,NYIS,New York Independent System Operator,4789,megawatthours
2024-02-10T13,ZONJ,New York City,NYIS,New York Independent System Operator,4603,megawatthours
2024-02-10T12,ZONJ,New York City,NYIS,New York Independent System Operator,4435,megawatthours
2024-02-10T11,ZONJ,New York City,NYIS,New York Independent System Operator,4287,megawatthours
2024-02-10T10,ZONJ,New York City,NYIS,New York Independent System Operator,4213,megawatthours
2024-02-10T09,ZONJ,New York City,NYIS,New York Independent System Operator,4231,megawatthours
2024-02-10T08,ZONJ,New York City,NYIS,New York Independent System Operator,4304,megawatthours
2024-02-10T07,ZONJ,New York City,NYIS,New York Independent System Operator,4423,megawatthours
2024-02-10T06,ZONJ,New York City,NYIS,New York Independent System Operator,4603,megawatthours
2024-02-10T05,ZONJ,New York City,NYIS,New York Independent System Operator,4843,megawatthours
2024-02-10T04,ZONJ,New York City,NYIS,New York Independent System Operator,5099,megawatthours
2024-02-10T03,ZONJ,New York City,NYIS,New York Independent System Operator,5347,megawatthours
2024-02-10T02,ZONJ,New York City,NYIS,New York Independent System Operator,5528,megawatthours
2024-02-10T01,ZONJ,New York City,NYIS,New York Independent System Operator,5698,megawatthours
2024-02-10T00,ZONJ,New York City,NYIS,New York Independent System Operator,5838,megawatthours
2024-02-09T23,ZONJ,New York City,NYIS,New York Independent System Operator,5909,megawatthours
2024-02-09T22,ZONJ,New York City,NYIS,New York Independent System Operator,5818,megawatthours
2024-02-09T21,ZONJ,New York City,NYIS,New York Independent System Operator,5717,megawatthours
2024-02-09T20,ZONJ,New York City,NYIS,New York Independent System Operator,5659,megawatthours
2024-02-09T19,ZONJ,New York City,NYIS,New York Independent System Operator,5652,megawatthours
2024-02-09T18,ZONJ,New York City,NYIS,New York Independent System Operator,5679,megawatthours
2024-02-09T17,ZONJ,New York City,NYIS,New York Independent System Operator,5699,megawatthours
2024-02-09T16,ZONJ,New York City,NYIS,New York Independent System Operator,5798,megawatthours
2024-02-09T15,ZONJ,New York City,NYIS,New York Independent System Operator,5826,megawatthours
2024-02-09T14,ZONJ,New York City,NYIS,New York Independent System Operator,5680,megawatthours
2024-02-09T13,ZONJ,New York City,NYIS,New York Independent System Operator,5415,megawatthours
2024-02-09T12,ZONJ,New York City,NYIS,New York Independent System Operator,4997,megawatthours
2024-02-09T11,ZONJ,New York City,NYIS,New York Independent System Operator,4534,megawatthours
2024-02-09T10,ZONJ,New York City,NYIS,New York Independent System Operator,4309,megawatthours
2024-02-09T09,ZONJ,New York City,NYIS,New York Independent System Operator,4270,megawatthours
2024-02-09T08,ZONJ,New York City,NYIS,New York Independent System Operator,4330,megawatthours
2024-02-09T07,ZONJ,New York City,NYIS,New York Independent System Operator,4450,megawatthours
2024-02-09T06,ZONJ,New York City,NYIS,New York Independent System Operator,4630,megawatthours
2024-02-09T05,ZONJ,New York City,NYIS,New York Independent System Operator,4897,megawatthours
2024-02-09T04,ZONJ,New York City,NYIS,New York Independent System Operator,5212,megawatthours
2024-02-09T03,ZONJ,New York City,NYIS,New York Independent System Operator,5517,megawatthours
2024-02-09T02,ZONJ,New York City,NYIS,New York Independent System Operator,5711,megawatthours
2024-02-09T01,ZONJ,New York City,NYIS,New York Independent System Operator,5891,megawatthours
2024-02-09T00,ZONJ,New York City,NYIS,New York Independent System Operator,6020,megawatthours
2024-02-08T23,ZONJ,New York City,NYIS,New York Independent System Operator,6085,megawatthours
2024-02-08T22,ZONJ,New York City,NYIS,New York Independent System Operator,5905,megawatthours
2024-02-08T21,ZONJ,New York City,NYIS,New York Independent System Operator,5835,megawatthours
2024-02-08T20,ZONJ,New York City,NYIS,New York Independent System Operator,5763,megawatthours
2024-02-08T19,ZONJ,New York City,NYIS,New York Independent System Operator,5758,megawatthours
2024-02-08T18,ZONJ,New York City,NYIS,New York Independent System Operator,5766,megawatthours
2024-02-08T17,ZONJ,New York City,NYIS,New York Independent System Operator,5793,megawatthours
2024-02-08T16,ZONJ,New York City,NYIS,New York Independent System Operator,5802,megawatthours
2024-02-08T15,ZONJ,New York City,NYIS,New York Independent System Operator,5852,megawatthours
2024-02-08T14,ZONJ,New York City,NYIS,New York Independent System Operator,5784,megawatthours
2024-02-08T13,ZONJ,New York City,NYIS,New York Independent System Operator,5586,megawatthours
2024-02-08T12,ZONJ,New York City,NYIS,New York Independent System Operator,5159,megawatthours
2024-02-08T11,ZONJ,New York City,NYIS,New York Independent System Operator,4675,megawatthours
2024-02-08T10,ZONJ,New York City,NYIS,New York Independent System Operator,4437,megawatthours
2024-02-08T09,ZONJ,New York City,NYIS,New York Independent System Operator,4386,megawatthours
2024-02-08T08,ZONJ,New York City,NYIS,New York Independent System Operator,4421,megawatthours
2024-02-08T07,ZONJ,New York City,NYIS,New York Independent System Operator,4524,megawatthours
2024-02-08T06,ZONJ,New York City,NYIS,New York Independent System Operator,4699,megawatthours
2024-02-08T05,ZONJ,New York City,NYIS,New York Independent System Operator,4963,megawatthours
2024-02-08T04,ZONJ,New York City,NYIS,New York Independent System Operator,5302,megawatthours
2024-02-08T03,ZONJ,New York City,NYIS,New York Independent System Operator,5593,megawatthours
2024-02-08T02,ZONJ,New York City,NYIS,New York Independent System Operator,5801,megawatthours
2024-02-08T01,ZONJ,New York City,NYIS,New York Independent System Operator,5996,megawatthours
2024-02-08T00,ZONJ,New York City,NYIS,New York Independent System Operator,6109,megawatthours
2024-02-07T23,ZONJ,New York City,NYIS,New York Independent System Operator,6143,megawatthours
2024-02-07T22,ZONJ,New York City,NYIS,New York Independent System Operator,6022,megawatthours
2024-02-07T21,ZONJ,New York City,NYIS,New York Independent System Operator,5923,megawatthours
2024-02-07T20,ZONJ,New York City,NYIS,New York Independent System Operator,5878,megawatthours
2024-02-07T19,ZONJ,New York City,NYIS,New York Independent System Operator,5908,megawatthours
2024-02-07T18,ZONJ,New York City,NYIS,New York Independent System Operator,5940,megawatthours
2024-02-07T17,ZONJ,New York City,NYIS,New York Independent System Operator,5972,megawatthours
2024-02-07T16,ZONJ,New York City,NYIS,New York Independent System Operator,5994,megawatthours
2024-02-07T15,ZONJ,New York City,NYIS,New York Independent System Operator,6023,megawatthours
2024-02-07T14,ZONJ,New York City,NYIS,New York Independent System Operator,5962,megawatthours
2024-02-07T13,ZONJ,New York City,NYIS,New York Independent System Operator,5744,megawatthours
2024-02-07T12,ZONJ,New York City,NYIS,New York Independent System Operator,5321,megawatthours
2024-02-07T11,ZONJ,New York City,NYIS,New York Independent System Operator,4823,megawatthours
2024-02-07T10,ZONJ,New York City,NYIS,New York Independent System Operator,4591,megawatthours
2024-02-07T09,ZONJ,New York City,NYIS,New York Independent System Operator,4550,megawatthours
2024-02-07T08,ZONJ,New York City,NYIS,New York Independent System Operator,4591,megawatthours
2024-02-07T07,ZONJ,New York City,NYIS,New York Independent System Operator,4685,megawatthours
2024-02-07T06,ZONJ,New York City,NYIS,New York Independent System Operator,4858,megawatthours
2024-02-07T05,ZONJ,New York City,NYIS,New York Independent System Operator,5119,megawatthours
2024-02-07T04,ZONJ,New York City,NYIS,New York Independent System Operator,5464,megawatthours
2024-02-07T03,ZONJ,New York City,NYIS,New York Independent System Operator,5762,megawatthours
2024-02-07T02,ZONJ,New York City,NYIS,New York Independent System Operator,5964,megawatthours
2024-02-07T01,ZONJ,New York City,NYIS,New York Independent System Operator,6167,megawatthours
2024-02-07T00,ZONJ,New York City,NYIS,New York Independent System Operator,6289,megawatthours
2024-02-06T23,ZONJ,New York City,NYIS,New York Independent System Operator,6330,megawatthours
2024-02-06T22,ZONJ,New York City,NYIS,New York Independent System Operator,6181,megawatthours
2024-02-06T21,ZONJ,New York City,NYIS,New York Independent System Operator,6064,megawatthours
2024-02-06T20,ZONJ,New York City,NYIS,New York Independent System Operator,6017,megawatthours
2024-02-06T19,ZONJ,New York City,NYIS,New York Independent System Operator,6040,megawatthours
2024-02-06T18,ZONJ,New York City,NYIS,New York Independent System Operator,6065,megawatthours
2024-02-06T17,ZONJ,New York City,NYIS,New York Independent System Operator,6090,megawatthours
2024-02-06T16,ZONJ,New York City,NYIS,New York Independent System Operator,6118,megawatthours
2024-02-06T15,ZONJ,New York City,NYIS,New York Independent System Operator,6153,megawatthours
2024-02-06T14,ZONJ,New York City,NYIS,New York Independent System Operator,6082,megawatthours
2024-02-06T13,ZONJ,New York City,NYIS,New York Independent System Operator,5851,megawatthours
2024-02-06T12,ZONJ,New York City,NYIS,New York Independent System Operator,5414,megawatthours
2024-02-06T11,ZONJ,New York City,NYIS,New York Independent System Operator,4917,megawatthours
2024-02-06T10,ZONJ,New York City,NYIS,New York Independent System Operator,4681,megawatthours
2024-02-06T09,ZONJ,New York City,NYIS,New York Independent System Operator,4618,megawatthours
2024-02-06T08,ZONJ,New York City,NYIS,New York Independent System Operator,4651,megawatthours
2024-02-06T07,ZONJ,New York City,NYIS,New York Independent System Operator,4743,megawatthours
2024-02-06T06,ZONJ,New York City,NYIS,New York Independent System Operator,4888,megawatthours
2024-02-06T05,ZONJ,New York City,NYIS,New York Independent System Operator,5136,megawatthours
2024-02-06T04,ZONJ,New York City,NYIS,New York Independent System Operator,5466,megawatthours
2024-02-06T03,ZONJ,New York City,NYIS,New York Independent System Operator,5776,megawatthours
2024-02-06T02,ZONJ,New York City,NYIS,New York Independent System Operator,5992,megawatthours
2024-02-06T01,ZONJ,New York City,NYIS,New York Independent System Operator,6157,megawatthours
2024-02-06T00,ZONJ,New York City,NYIS,New York Independent System Operator,6249,megawatthours
2024-02-05T23,ZONJ,New York City,NYIS,New York Independent System Operator,6261,megawatthours
2024-02-05T22,ZONJ,New York City,NYIS,New York Independent System Operator,6107,megawatthours
2024-02-05T21,ZONJ,New York City,NYIS,New York Independent System Operator,5993,megawatthours
2024-02-05T20,ZONJ,New York City,NYIS,New York Independent System Operator,5937,megawatthours
2024-02-05T19,ZONJ,New York City,NYIS,New York Independent System Operator,5953,megawatthours
2024-02-05T18,ZONJ,New York City,NYIS,New York Independent System Operator,5978,megawatthours
2024-02-05T17,ZONJ,New York City,NYIS,New York Independent System Operator,5996,megawatthours
2024-02-05T16,ZONJ,New York City,NYIS,New York Independent System Operator,6016,megawatthours
2024-02-05T15,ZONJ,New York City,NYIS,New York Independent System Operator,6021,megawatthours
2024-02-05T14,ZONJ,New York City,NYIS,New York Independent System Operator,5928,megawatthours
2024-02-05T13,ZONJ,New York City,NYIS,New York Independent System Operator,5696,megawatthours
2024-02-05T12,ZONJ,New York City,NYIS,New York Independent System Operator,5271,megawatthours
2024-02-05T11,ZONJ,New York City,NYIS,New York Independent System Operator,4785,megawatthours
2024-02-05T10,ZONJ,New York City,NYIS,New York Independent System Operator,4533,megawatthours
2024-02-05T09,ZONJ,New York City,NYIS,New York Independent System Operator,4473,megawatthours
2024-02-05T08,ZONJ,New York City,NYIS,New York Independent System Operator,4501,megawatthours
2024-02-05T07,ZONJ,New York City,NYIS,New York Independent System Operator,4580,megawatthours
2024-02-05T06,ZONJ,New York City,NYIS,New York Independent System Operator,4724,megawatthours
2024-02-05T05,ZONJ,New York City,NYIS,New York Independent System Operator,4930,megawatthours
2024-02-05T04,ZONJ,New York City,NYIS,New York Independent System Operator,5194,megawatthours
2024-02-05T03,ZONJ,New York City,NYIS,New York Independent System Operator,5407,megawatthours
2024-02-05T02,ZONJ,New York City,NYIS,New York Independent System Operator,5540,megawatthours
2024-02-05T01,ZONJ,New York City,NYIS,New York Independent System Operator,5616,megawatthours
2024-02-05T00,ZONJ,New York City,NYIS,New York Independent System Operator,5649,megawatthours
2024-02-04T23,ZONJ,New York City,NYIS,New York Independent System Operator,5552,megawatthours
2024-02-04T22,ZONJ,New York City,NYIS,New York Independent System Operator,5366,megawatthours
2024-02-04T21,ZONJ,New York City,NYIS,New York Independent System Operator,5266,megawatthours
2024-02-04T20,ZONJ,New York City,NYIS,New York Independent System Operator,5221,megawatthours
2024-02-04T19,ZONJ,New York City,NYIS,New York Independent System Operator,5210,megawatthours
2024-02-04T18,ZONJ,New York City,NYIS,New York Independent System Operator,5209,megawatthours
2024-02-04T17,ZONJ,New York City,NYIS,New York Independent System Operator,5195,megawatthours
2024-02-04T16,ZONJ,New York City,NYIS,New York Independent System Operator,5153,megawatthours
2024-02-04T15,ZONJ,New York City,NYIS,New York Independent System Operator,5071,megawatthours
2024-02-04T14,ZONJ,New York City,NYIS,New York Independent System Operator,4962,megawatthours
2024-02-04T13,ZONJ,New York City,NYIS,New York Independent System Operator,4811,megawatthours
2024-02-04T12,ZONJ,New York City,NYIS,New York Independent System Operator,4663,megawatthours
2024-02-04T11,ZONJ,New York City,NYIS,New York Independent System Operator,4533,megawatthours
2024-02-04T10,ZONJ,New York City,NYIS,New York Independent System Operator,4469,megawatthours
2024-02-04T09,ZONJ,New York City,NYIS,New York Independent System Operator,4479,megawatthours
2024-02-04T08,ZONJ,New York City,NYIS,New York Independent System Operator,4548,megawatthours
2024-02-04T07,ZONJ,New York City,NYIS,New York Independent System Operator,4682,megawatthours
2024-02-04T06,ZONJ,New York City,NYIS,New York Independent System Operator,4850,megawatthours
2024-02-04T05,ZONJ,New York City,NYIS,New York Independent System Operator,5053,megawatthours
2024-02-04T04,ZONJ,New York City,NYIS,New York Independent System Operator,5257,megawatthours
2024-02-04T03,ZONJ,New York City,NYIS,New York Independent System Operator,5425,megawatthours
2024-02-04T02,ZONJ,New York City,NYIS,New York Independent System Operator,5537,megawatthours
2024-02-04T01,ZONJ,New York City,NYIS,New York Independent System Operator,5629,megawatthours
2024-02-04T00,ZONJ,New York City,NYIS,New York Independent System Operator,5679,megawatthours
2024-02-03T23,ZONJ,New York City,NYIS,New York Independent System Operator,5608,megawatthours
2024-02-03T22,ZONJ,New York City,NYIS,New York Independent System Operator,5437,megawatthours
2024-02-03T21,ZONJ,New York City,NYIS,New York Independent System Operator,5352,megawatthours
2024-02-03T20,ZONJ,New York City,NYIS,New York Independent System Operator,5320,megawatthours
2024-02-03T19,ZONJ,New York City,NYIS,New York Independent System Operator,5331,megawatthours
2024-02-03T18,ZONJ,New York City,NYIS,New York Independent System Operator,5367,megawatthours
2024-02-03T17,ZONJ,New York City,NYIS,New York Independent System Operator,5367,megawatthours
2024-02-03T16,ZONJ,New York City,NYIS,New York Independent System Operator,5335,megawatthours
2024-02-03T15,ZONJ,New York City,NYIS,New York Independent System Operator,5253,megawatthours
2024-02-03T14,ZONJ,New York City,NYIS,New York Independent System Operator,5133,megawatthours
2024-02-03T13,ZONJ,New York City,NYIS,New York Independent System Operator,4955,megawatthours
2024-02-03T12,ZONJ,New York City,NYIS,New York Independent System Operator,4760,megawatthours
2024-02-03T11,ZONJ,New York City,NYIS,New York Independent System Operator,4581,megawatthours
2024-02-03T10,ZONJ,New York City,NYIS,New York Independent System Operator,4495,megawatthours
2024-02-03T09,ZONJ,New York City,NYIS,New York Independent System Operator,4505,megawatthours
2024-02-03T08,ZONJ,New York City,NYIS,New York Independent System Operator,4576,megawatthours
2024-02-03T07,ZONJ,New York City,NYIS,New York Independent System Operator,4699,megawatthours
2024-02-03T06,ZONJ,New York City,NYIS,New York Independent System Operator,4861,megawatthours
2024-02-03T05,ZONJ,New York City,NYIS,New York Independent System Operator,5085,megawatthours
2024-02-03T04,ZONJ,New York City,NYIS,New York Independent System Operator,5361,megawatthours
2024-02-03T03,ZONJ,New York City,NYIS,New York Independent System Operator,5603,megawatthours
2024-02-03T02,ZONJ,New York City,NYIS,New York Independent System Operator,5793,megawatthours
2024-02-03T01,ZONJ,New York City,NYIS,New York Independent System Operator,5979,megawatthours
2024-02-03T00,ZONJ,New York City,NYIS,New York Independent System Operator,6141,megawatthours
2024-02-02T23,ZONJ,New York City,NYIS,New York Independent System Operator,6246,megawatthours
2024-02-02T22,ZONJ,New York City,NYIS,New York Independent System Operator,6181,megawatthours
2024-02-02T21,ZONJ,New York City,NYIS,New York Independent System Operator,6135,megawatthours
2024-02-02T20,ZONJ,New York City,NYIS,New York Independent System Operator,6124,megawatthours
2024-02-02T19,ZONJ,New York City,NYIS,New York Independent System Operator,6139,megawatthours
2024-02-02T18,ZONJ,New York City,NYIS,New York Independent System Operator,6179,megawatthours
2024-02-02T17,ZONJ,New York City,NYIS,New York Independent System Operator,6150,megawatthours
2024-02-02T16,ZONJ,New York City,NYIS,New York Independent System Operator,6076,megawatthours
